Nama Produk,Kategori,Harga,Jumlah Terjual,Total Penjualan,Rating Produk,Nama Toko / Seller,Lokasi Toko,Jumlah Ulasan,Diskon (%),Harga Asli (sebelum diskon),Status Stok,"Badge Seller (Official Store, Star Seller, dll)",link produk,Sumber Platform,Kata Kunci,Halaman
REALME C71 4GB + 128GB* 6GB+128* 8GB+128GB NFC 6300 mAh 45W FAST CHARGING GARANSI RESMI REALME,100013 (ID),1990000,14,27860000,5,Prime Gadget East Java,Surabaya,4,0,3699000,Tersedia,Mall,https://shopee.co.id/product/1747270117/53607043318,Shopee,handphone,2
hp Vivo Y91 Y93 Y97 6 inci Smartphone  phone ram 6/128GB jaringan 3G/4G Garansi ponsel LET 4000mAh Internal Battery HD Shooting,100013 (ID),699000,4,2796000,5,ADVAN TAB INDONESIA,Jakarta Barat,2,0,1289999,Tersedia,Mall,https://shopee.co.id/product/1702459383/53809635906,Shopee,handphone,2
devilmimi realme C85 PRO terbaru Ultra Waterproof IP69 Pro Dynamic RAM 8GB+12GB/128GB AMOLED 120Hz,100013 (ID),3399000,27,91773000,5,Devilmimi Official Store,Surabaya,14,0,5999000,Tersedia,Toko Biasa,https://shopee.co.id/product/1698327646/46304615328,Shopee,handphone,2
HP ANDROID 4G GALAXY J2 PRIME SECOND BERKUALITAS // BISA YT/WA DLL,100013 (ID),177210,1000,177210000,4,Anugrahh_09,Kab. Cirebon,311,0,179000,Tersedia,Toko Biasa,https://shopee.co.id/product/1570514735/24395687890,Shopee,handphone,2
"hanphone a3s ram 6/128 GB, Garansi distributor 4G grosir termurah",100013 (ID),725000,1000,725000000,4.8,PINDUODUO,Jakarta Utara,616,0,1858000,Tersedia,Toko Biasa,https://shopee.co.id/product/22241652/49305495052,Shopee,handphone,2
"[Official Store] OPPO A6x (8/128GB) (8/256GB) 120Hz Fast Responsive Screen,Snapdragon 685,IP64 Water",100013 (ID),2299000,58,133342000,5,TOC Official Store,Jakarta Utara,35,0,4999000,Tersedia,Toko Biasa,https://shopee.co.id/product/265051986/40672873771,Shopee,handphone,2
TECNO SPARK 30C 8GB 256GB BERGARANSI RESMI,100013 (ID),1319000,0,0,0,AKAKIDA NOTEBOOK,Jakarta Pusat,0,0,1319000,Tersedia,Toko Biasa,https://shopee.co.id/product/269182642/27875678063,Shopee,handphone,2
Samsung Galaxy S25 Ultra 12/256GB 12/512GB Handphone AI,100013 (ID),18099000,767,13881933000,5,MHI Official Store,Serang,431,0,20999000,Tersedia,Toko Biasa,https://shopee.co.id/product/1101386382/25712352010,Shopee,handphone,2
devilmimi realme series Note 80 4GB/128GB Original Garansi resmi realme indonesia IP54 ArmorShel ORI,100013 (ID),1999000,254,507746000,5,Devilmimi Official Store,Surabaya,83,0,4499000,Tersedia,Toko Biasa,https://shopee.co.id/product/1698327646/53004580014,Shopee,handphone,2
EVERCOSS M6A 4/32Gb GARANSI RESMI,100013 (ID),610000,1000,610000000,4.8,Ini Toko Budi Official Store,Jakarta Selatan,559,0,610000,Tersedia,Toko Biasa,https://shopee.co.id/product/29114753/1351883131,Shopee,handphone,2
HP REALME NOTE 60 6GB 128GB GARANSI RESMI,100013 (ID),1168000,0,0,0,Raja Komputer,Kab. Tangerang,0,0,1168000,Tersedia,Toko Biasa,https://shopee.co.id/product/1471354300/28527440041,Shopee,handphone,2
HP VIVO Y19 8/256GB Smartphone Fullset Garansi 1 Tahun,100013 (ID),985000,10,9850000,5,CHIC PHONE,Jakarta Barat,2,0,2000000,Tersedia,Toko Biasa,https://shopee.co.id/product/1741130096/47308414620,Shopee,handphone,2
TECNO SPARK 40 6/128GB 8/256GB GARANSI RESMI,100013 (ID),3085000,87,268395000,5,erasukses2020,Jakarta Pusat,45,0,3085000,Tersedia,Mall,https://shopee.co.id/product/303300919/41927050487,Shopee,handphone,2
Hp OPPO A31 RAM 8+256GB 4G LTE Garansi 1 Tahun Grosir,100013 (ID),1149000,3000,3447000000,4.7,MiiPooStore,Jakarta Barat,1195,0,1149000,Tersedia,Toko Biasa,https://shopee.co.id/product/70847050/27325719834,Shopee,handphone,2
Vivo V60 Lite 5G NFC 12/512GB 8/256GB 90W FlashCharge 100% Original Official Warranty New 2025,100013 (ID),5299000,24,127176000,4.8,TOC Official Store,Jakarta Utara,14,0,6699000,Tersedia,Toko Biasa,https://shopee.co.id/product/265051986/28184429534,Shopee,handphone,2
Motorola Moto G06 4G - MediaTek Helio G81 Ultra 12nm 4GB 128GB 50MP Kamera 7000mAh NFC Garansi Resmi Motorola Indonesia,100013 (ID),1949000,21,40929000,5,HERLINACOM.,Depok,15,0,1999000,Tersedia,Mall,https://shopee.co.id/product/261978781/25297472162,Shopee,handphone,2
Infinix Smart 8 Pro 8/128GB- Up to 16GB Extended RAM - 6.6 inch,100013 (ID),1299000,101,131199000,4.3,Mitra_Cellular,Jakarta Barat,28,0,1299000,Tersedia,Toko Biasa,https://shopee.co.id/product/1336665569/27809120529,Shopee,handphone,2
Infinix Smart 8 Pro 8/128 New GARANSI RESMI,100013 (ID),1399000,0,0,0,khoziakhmadbaraba,Kab. Cirebon,0,0,1399000,Tersedia,Toko Biasa,https://shopee.co.id/product/23723176/25266669088,Shopee,handphone,2
Xiomi redmi A3 4G Ram4/128gb New Garansi resmi 1 tahun.,100013 (ID),1225000,3,3675000,5,Rcell.bdl,Bandar Lampung,3,0,1225000,Tersedia,Toko Biasa,https://shopee.co.id/product/78458495/26164589068,Shopee,handphone,2
HP VIVO Y17 8/256GB Smartphone Handphone 4G LET 6.35 inches Mulus Normal FullSet,100013 (ID),935000,79,73865000,4.8,9298.toko,Jakarta Utara,28,0,2000000,Tersedia,Toko Biasa,https://shopee.co.id/product/792310507/45005795856,Shopee,handphone,3
HP OPPO A31 ram 8/256GB 4G LTE Smartphone GARANSI 1 TAHUN,100013 (ID),1129000,1000,1129000000,4.7,566store,Jakarta Barat,656,0,1129000,Tersedia,Toko Biasa,https://shopee.co.id/product/127176168/26711869175,Shopee,handphone,3
"SPARK GO1 4+64GB / 4+128GB |120Hz Display, T615+4.5G Network,5000mAh+15W,IP54,Android 14 Garansi Resmi",100013 (ID),1080000,0,0,0,BELVA AC,Bandar Lampung,0,0,1080000,Tersedia,Toko Biasa,https://shopee.co.id/product/146500522/29823285506,Shopee,handphone,3
BARU Xiaomi Redmi 14C Ram 8GB Rom 256GB [Ram 8GB/6GB + Rom 256GB/128GB] | Fullset ori | Garansi,100013 (ID),1559000,28,43652000,4.8,Mitra_Cellular,Jakarta Barat,12,0,1559000,Tersedia,Toko Biasa,https://shopee.co.id/product/1336665569/29614265944,Shopee,handphone,3
OPPO A6x A6 A6s - 4GB/6GB/8GB Extended RAM Official Store HP Android Terbaru Murah Handphone COD,100013 (ID),2299000,485,1115015000,4.9,Aurora Mall Official Store,Jakarta Utara,205,0,3499000,Tersedia,Toko Biasa,https://shopee.co.id/product/131698265/43104491894,Shopee,handphone,3
Xiaomi poco C65 Ram 8Gb Rom 256Gb Fullset bergaransi,100013 (ID),1367100,0,0,0,Grand Cellular Gadget,Jakarta Barat,0,0,1470000,Tersedia,Toko Biasa,https://shopee.co.id/product/782910855/28355352825,Shopee,handphone,3
VIVO Y33S Ram 8/256GB 6gb/128gb Original 6.58inches Garansi Resmi 50+16MP FHD Kamera 5000mAh,100013 (ID),1280000,4,5120000,5,AstroTech Store,Jakarta Barat,1,0,1280000,Tersedia,Toko Biasa,https://shopee.co.id/product/1491431122/26729270466,Shopee,handphone,3
Baru Samsung Galaxy A06 Ram 4GB Rom 128GB | Fullset | Garansi Resmi,100013 (ID),1499000,63,94437000,4.6,Mitra_Cellular,Jakarta Barat,21,0,1499000,Tersedia,Toko Biasa,https://shopee.co.id/product/1336665569/27414148332,Shopee,handphone,3
Xia0mi Redmi 13C | Tiga kamera AI 50 MP RAM (6GB/128GB),100013 (ID),1102500,0,0,0,jayshoppe,Kab. Tangerang,0,0,1102500,Tersedia,Toko Biasa,https://shopee.co.id/product/1286726960/28756300835,Shopee,handphone,3
Nokia x6 (6.1plus)   ram 6GB+rom64GB  dual sim  garansi resmi  type-c  hp murah  nokia android android tebaru,100013 (ID),1155000,1000,1155000000,4.6,Grace Toto,Tangerang,511,0,1155000,Tersedia,Mall,https://shopee.co.id/product/787872171/18115940123,Shopee,handphone,3
Smartphone Vivo Y71 Ram 6/128Gb Garansi,100013 (ID),549000,1000,549000000,4.6,consellphone,Bekasi,489,0,549000,Tersedia,Mall,https://shopee.co.id/product/63955985/6308303381,Shopee,handphone,3
Hp OPPO A3S RAM 6+128GB 4G LTE Garansi 1 Tahun Grosir,100013 (ID),729000,4000,2916000000,4.7,MiiPooStore,Jakarta Barat,1785,0,729000,Tersedia,Toko Biasa,https://shopee.co.id/product/70847050/29529392968,Shopee,handphone,3
ZTE NUBIA NEO 3 5G NFC RAM 8/256GB (RAM Plus 8GB+12GB) Battery 6000mAh GARANSI RESMI NUBIA INDONESIA,100013 (ID),2749000,169,464581000,4.9,Grandstore_Cel,Jakarta Barat,92,0,3199000,Tersedia,Mall,https://shopee.co.id/product/216046779/7013788177,Shopee,handphone,3
Iphone 6 16gb 32gb 64gb 128gb,100013 (ID),300000,12,3600000,5,kamerapedia.id,Kab. Jember,1,0,300000,Tersedia,Toko Biasa,https://shopee.co.id/product/61610322/21705395038,Shopee,handphone,3
Realme C31 3/32 Silver Terang Garansi Resmi Realme 1tahun,100013 (ID),1150000,1,1150000,0,CorteX Official Store,Bandung,0,0,1150000,Tersedia,Toko Biasa,https://shopee.co.id/product/50171760/24333654053,Shopee,handphone,3
ITEL A90 4GB 64GB OCTA CORE IPS 90Hz,100013 (ID),998000,0,0,0,Raja Komputer,Kab. Tangerang,0,0,998000,Tersedia,Toko Biasa,https://shopee.co.id/product/1471354300/44402550787,Shopee,handphone,3
poco c75 ram 6/128  dan 8/256 new garansi resmi indonesia bnib,100013 (ID),1390000,1,1390000,5,Via_Lantabur,Kab. Sidoarjo,1,0,1390000,Tersedia,Toko Biasa,https://shopee.co.id/product/52870365/17579946303,Shopee,handphone,3
Hp Infinix Smart 10 Ram 4/64 GB Resmi/Original Fullset,100013 (ID),1499999,1,1499999,5,dsponsel44d,Pekanbaru,1,0,1499999,Tersedia,Mall,https://shopee.co.id/product/130688180/52006773872,Shopee,handphone,3
REALME C85 6/128 8/128 8/256 | C855G GARANSI RESMI REALME,100013 (ID),2890000,15,43350000,4.9,DuaduaCellular_,Makassar,6,0,2890000,Tersedia,Mall,https://shopee.co.id/product/855917122/26958860622,Shopee,handphone,3
HP HANDPHONE EVERCROSS XTREAM 1 S45 RAM 1/8 GB DUAL SIM 4G,100013 (ID),799000,2,1598000,0,DT_BALI,Denpasar,0,0,799000,Tersedia,Mall,https://shopee.co.id/product/1094687280/28935030922,Shopee,handphone,3
"Xiaomi Redmi Note 15 , Note 15 Pro, Note 15 Pro+ | Garansi Resmi Indonesia | Resmi | Ready Stock",100013 (ID),3150000,120,378000000,4.9,GADGET BOSS SUKABUMI,Sukabumi,50,0,3150000,Tersedia,Mall,https://shopee.co.id/product/755201975/26224620270,Shopee,handphone,3
"HP  Y20s RAM 8GB/256GB HP Murah Android, Layar 6.51"" HD, Baterai 5000mAh Handphone",100013 (ID),1299999,20,25999980,4.1,jul111222333444,Pekanbaru,7,0,1299999,Tersedia,Mall,https://shopee.co.id/product/212942553/41551156334,Shopee,handphone,3
HP VIVO Y55 RAM 3/32GB 5.2 inch Layar HD Android Smartphone Murah handphone,100013 (ID),380000,0,0,0,AR_Alat Tani,Kab. Jepara,0,0,380000,Tersedia,Toko Biasa,https://shopee.co.id/product/220324120/12599236275,Shopee,handphone,3
Handphone Nokia 105 2021 Jadul Dual SIM New Grosir,100013 (ID),130000,1000,130000000,4.8,9298.toko,Jakarta Utara,423,0,230000,Tersedia,Toko Biasa,https://shopee.co.id/product/792310507/17484080623,Shopee,handphone,3
Samsung Galaxy A07 LTE 8+8/256gb  Garansi resmi,100013 (ID),1902000,78,148356000,5,Room Gadget Store.id,Makassar,41,0,4299000,Tersedia,Mall,https://shopee.co.id/product/1405728224/28724206691,Shopee,handphone,3
Infinix GT 50 Pro 5G 12Gb/255Gb & 12/512Gb  RESMI infinix,100013 (ID),6999000,23,160977000,4.9,Ara celluler,Surabaya,17,0,6999000,Tersedia,Mall,https://shopee.co.id/product/134819232/13205275827,Shopee,handphone,3
samsung galaxi A06 4/64 new garansi resmi samsung indonesia,100013 (ID),1599000,9,14391000,5,maulanabakoel,Surabaya,4,0,1599000,Tersedia,Toko Biasa,https://shopee.co.id/product/82501415/28713984947,Shopee,handphone,3
"Infinix Smart 8 Pro 8/128GB- Up to 16GB Extended RAM - 6.6""",100013 (ID),1316000,24,31584000,4.6,Mitra_Cellular,Jakarta Barat,8,0,1316000,Tersedia,Toko Biasa,https://shopee.co.id/product/1336665569/28460270559,Shopee,handphone,3
VIVO Y91c Ram 2GB / 32GB Original Normal Lancar Siap Pakai Garansi Handphone Bekas Berkualitas,100013 (ID),438050,12,5256600,4.8,KLINIKK GADGETS,Kab. Karanganyar,6,0,645000,Tersedia,Mall,https://shopee.co.id/product/327006686/22317482642,Shopee,handphone,3
SMARTPHONE VIVO asli Ori ANDROID  Handphone Y93s Ram 8/256GB 6.22inch Baru Fullset,100013 (ID),849800,1000,849800000,4.6,SmartHPStore111,Kab. Tangerang,617,0,1300000,Tersedia,Toko Biasa,https://shopee.co.id/product/1585379555/42758787074,Shopee,handphone,3
Handphone Poco X7 Pro 5G 12/512 - Garansi Resmi,100013 (ID),5156000,57,293892000,5,Yums Corner,Jakarta Timur,26,0,5156000,Tersedia,Mall,https://shopee.co.id/product/405580621/23465218169,Shopee,handphone,3
"HP V15 HP Murah RAM 8GB/256GB, Layar 6.53 Inci Triple Kamera Baterai 4000mAh Handphone",100013 (ID),1299999,9,11699991,5,dsponsel44d,Pekanbaru,2,0,1299999,Tersedia,Mall,https://shopee.co.id/product/130688180/41005690313,Shopee,handphone,3
iP 12 pro 128gb 256gb Fullset Original Bergaransi Like New,100013 (ID),5290000,95,502550000,4.8,Super iPhone,Jakarta Barat,37,0,10750000,Tersedia,Mall,https://shopee.co.id/product/227639232/18577543464,Shopee,handphone,3
Samsung Galaxy Note 20 Ultra 8/256 GB Bekas Original - Garansi & Original,100013 (ID),5650000,55,310750000,4.7,Uggy store id,Kab. Ciamis,37,0,5650000,Tersedia,Toko Biasa,https://shopee.co.id/product/293408961/16644185759,Shopee,handphone,3
XIAOMI POCO C75 6/128GB 8/256GB FULLSET ORIGINAL,100013 (ID),1499000,0,0,0,Anugrah DunIa Teknologi,Jakarta Barat,0,0,1499000,Tersedia,Toko Biasa,https://shopee.co.id/product/1317867329/29573736703,Shopee,handphone,3
hp lipat murah phone jadul ori garansi 1 tahun i16 i17,100013 (ID),169899,738,125385462,4.8,TEMU.TOKO,Jakarta Utara,259,0,499889,Tersedia,Toko Biasa,https://shopee.co.id/product/1355557233/26661146997,Shopee,handphone,3
Evercoss M6A 3/16 Ram 3GB Rom 16GB Garansi Resmi,100013 (ID),545000,655,356975000,4.9,Felindo Electronic,Jakarta Pusat,215,0,545000,Tersedia,Toko Biasa,https://shopee.co.id/product/979424055/20993562022,Shopee,handphone,3
realme 16 Pro+ 5G 12/512GB (12GB+14GB Extended RAM) 200MP Camera HP Android Official Store Handphone,100013 (ID),8999000,109,980891000,5,Aurora Mall Official Store,Jakarta Utara,61,0,10999000,Tersedia,Toko Biasa,https://shopee.co.id/product/131698265/43200584328,Shopee,handphone,3
Itel A70 Ram 4GB Memory 256GB 4/256 4/128 3/128 Garansi Resmi Itel 1 Tahun,100013 (ID),999000,0,0,0,New Collection Shop,Bekasi,0,0,999000,Tersedia,Toko Biasa,https://shopee.co.id/product/189337673/24852545853,Shopee,handphone,3
iPhone 13 Pro Second Original 128GB/256GB/512GB,100013 (ID),6850000,186,1274100000,4.9,Digital Global,Jakarta Barat,106,0,7452526,Tersedia,Toko Biasa,https://shopee.co.id/product/130075217/26487802851,Shopee,handphone,3
Infinix Hot 50 NFC 4G 6/256 GB Garansi Resmi Infinix,100013 (ID),1793000,0,0,0,Metro Galaxy,Bandar Lampung,0,0,1793000,Tersedia,Toko Biasa,https://shopee.co.id/product/11385323/26019335371,Shopee,handphone,3
"Handphone nubia A36 ROM 64GB RAM 12GB (4+8GB) Smartphone Kamera AI 13MP Layar 6.75"" 90Hz, Baterai 5000mAh Fast Charging",100013 (ID),1701000,7000,11907000000,4.9,Nubia Official Store,Tangerang,3639,0,1799000,Tersedia,Toko Biasa,https://shopee.co.id/product/840586285/40055149911,Shopee,handphone,3
"Samsung Galaxy A17 5G  LTE 8/256GB Original, Garansi Resmi",100013 (ID),3499000,2000,6998000000,5,MHI Official Store,,1182,0,3499000,Tersedia,Toko Biasa,https://shopee.co.id/product/1101386382/25406703010,Shopee,handphone,3
HPV15 RAM 8 /256 GB 6.53 INCHI GARANSI,100013 (ID),1299999,968,1258399032,4.3,Garsindo,Pekanbaru,72,0,1299999,Tersedia,Toko Biasa,https://shopee.co.id/product/162011591/7959418404,Shopee,handphone,3
Hp Android sentuh ultra mini soyes M16pro S25pro 3g Garansi Kapasitas baterai 2000mah,100013 (ID),699323,367,256651541,4.8,TEMU.TOKO,Jakarta Utara,165,0,3131323,Tersedia,Toko Biasa,https://shopee.co.id/product/1355557233/24943073063,Shopee,handphone,3
Oppo A58 6/128 | 8/128 GB Garansi Resmi Indonesia Second Bekas Original,100013 (ID),1549000,65,100685000,4.7,vstoreindo,Jakarta Utara,29,0,1549000,Tersedia,Mall,https://shopee.co.id/product/304735900/26702120286,Shopee,handphone,3
Samsung Galaxy A05 4/64 4/128 6/128 4 6 64 128 GB 4GB 64GB 128GB,100013 (ID),1129000,4,4516000,3,Mitra_Cellular,Jakarta Barat,0,0,1129000,Tersedia,Toko Biasa,https://shopee.co.id/product/1336665569/29110275382,Shopee,handphone,3
"HP realme C85 Snapdragon 685 7000mAh Titan Battery,144Hz 1200nit Ultra Bright Display,IP69 Pro,50MP",100013 (ID),2899000,543,1574157000,4.9,ThreetoOne Official Store,Jakarta Utara,325,0,3099000,Tersedia,Toko Biasa,https://shopee.co.id/product/119894868/19123618880,Shopee,handphone,3
NUBIA V70 DESIGN NFC 8+8/256 GB NFC,100013 (ID),1955000,146,285430000,5,Yogi Ponsel,Medan,83,0,1955000,Tersedia,Mall,https://shopee.co.id/product/1098981339/25244738022,Shopee,handphone,3
"INFINIX SMART 20 [4+64GB] [4+128GB] - Helio G81 Ultimate - 6.78"" 120Hz HD+ 5200 mAh - Garansi Resmi",100013 (ID),1698000,688,1168224000,5,V2OnlineStore,Bandar Lampung,194,0,1698000,Tersedia,Mall,https://shopee.co.id/product/281075769/26823602337,Shopee,handphone,3
realme C85 Series 8/128GB 8/256GB 7000mAh Battery Official Store HP Android Murah Terbaru Handphone,100013 (ID),2799000,770,2155230000,4.9,Aurora Mall Official Store,Jakarta Utara,386,0,3499000,Tersedia,Toko Biasa,https://shopee.co.id/product/131698265/27627511569,Shopee,handphone,3
Samsung Galaxy A07 [PLUS ADAPTOR] [4GB+64GB] [4GB+128GB] [6GB+128GB] - Mediatek Helio G99 - Camera 50MP - 5000mAh - Garansi Resmi Samsung Indonesia,100013 (ID),2195000,20000,43900000000,4.9,Edisan Selular,Jakarta Barat,10847,0,2195000,Tersedia,Mall,https://shopee.co.id/product/16140427/2111063607,Shopee,handphone,3
XIAOMI POCO C71 RAM 4+4/128 (ORIGINAL)NEW SEGEL BNIB,100013 (ID),1650000,9,14850000,5,Penjual_hpOri,Kab. Maros,9,0,1650000,Tersedia,Toko Biasa,https://shopee.co.id/product/428207519/14916943836,Shopee,handphone,3
Handphone IP Phone 5s All Operator Cell 4G Second Mulus Murah Original Normal,100013 (ID),499500,224,111888000,4.2,DiChristt,Bekasi,54,0,499500,Tersedia,Toko Biasa,https://shopee.co.id/product/109615935/29227312102,Shopee,handphone,3
Oppo Reno 4f 8/128 (Second normal),100013 (ID),899999,8,7199992,5,rg_fashioncare,Kab. Bojonegoro,4,0,899999,Tersedia,Toko Biasa,https://shopee.co.id/product/848664111/28413969484,Shopee,handphone,3
poco c65 ram 8/256gb baru,100013 (ID),1399000,0,0,0,Gunadigadget,Kab. Semarang,0,0,1399000,Tersedia,Toko Biasa,https://shopee.co.id/product/181438411/25366033769,Shopee,handphone,3
IPHONE 13 128GB 256GB  512GB Second 100% 13 Original Good Conditions Like New Fullset,100013 (ID),4799000,102,489498000,5,D  B STORE,Jakarta Barat,21,0,5300000,Tersedia,Mall,https://shopee.co.id/product/1544677831/40751549414,Shopee,handphone,3
Oppo A78 4G | 8/256 GB | Seken,100013 (ID),1799000,0,0,0,99CELL Binuang,Kab. Tapin,0,0,1799000,Tersedia,Toko Biasa,https://shopee.co.id/product/328158613/20195338437,Shopee,handphone,4
Soyes S25 pro sentuh ultra Mini ram 2/16GB android jaringan 3G Garansi Termura,100013 (ID),587722,152,89333744,4.8,ZEBA MARK,Jakarta Utara,76,0,2887722,Tersedia,Toko Biasa,https://shopee.co.id/product/1011718743/24240973096,Shopee,handphone,4
"Infinix Smart 20 4G 4/128GB Layar 120Hz 6.78"" FHD+ Helio G81 Ultimate Garansi 1 Tahunn.",100013 (ID),1879000,45,84555000,5,singmakmur,Bandung,20,0,3899000,Tersedia,Mall,https://shopee.co.id/product/484302314/40608453607,Shopee,handphone,4
"TECNO SPARK 20 Pro NFC – 12GB+256GB, 108MP+32MP, 6,78"" AMOLED FHD+ 120 PROMO FESTIVAL GAJIAN",100013 (ID),2110000,6,12660000,5,Dave Phone,Jakarta Barat,4,0,2110000,Tersedia,Mall,https://shopee.co.id/product/1167374888/25694666926,Shopee,handphone,4
Samsung Galaxy S25 12/256GB - Navy | Hp AI | Galaxy AI | Snapdragon 8 Elite,100013 (ID),13716300,44,603517200,5,Samsung Official Shop,Jakarta Utara,19,0,14999000,Tersedia,Toko Biasa,https://shopee.co.id/product/52635036/28978126806,Shopee,handphone,4
INFINIX SMART 20 4/128 & 4/64 GARANSI RESMI,100013 (ID),1799000,80,143920000,4.9,Ekoapn93,Palembang,41,0,1799000,Tersedia,Toko Biasa,https://shopee.co.id/product/150716715/5140772380,Shopee,handphone,4
"Smartphone Y71 6/128GB - RAM 6GB, Memori 128GB, Kamera Utama 13 MP, Baterai 3360 mAh",100013 (ID),535000,677,362195000,4.6,Prima Jayastore,Kab. Tangerang,111,0,750000,Tersedia,Toko Biasa,https://shopee.co.id/product/1483357940/26877574302,Shopee,handphone,4
OPPO A6 I A6t I A6t Pro (8/128GB)(8/256GB) - Garansi Resmi OPPO Indonesia,100013 (ID),2649000,89,235761000,4.9,The Five Season Official Store,Jakarta Utara,48,0,5599000,Tersedia,Toko Biasa,https://shopee.co.id/product/131726527/26287879271,Shopee,handphone,4
APPLE iPhone 1164GB 128GB WIFI ONLY HP11 second inter mulus like new 100%original,100013 (ID),2050000,369,756450000,4.5,iSymphony835,Kab. Tangerang,73,0,2050000,Tersedia,Toko Biasa,https://shopee.co.id/product/1264400754/28582160247,Shopee,handphone,4
huawei Nova 9 256gb Rom 8gb ram fullset original,100013 (ID),2850000,179,510150000,4.7,jazz gadged store,Kab. Kulon Progo,96,0,2850000,Tersedia,Toko Biasa,https://shopee.co.id/product/34341683/4215824466,Shopee,handphone,4
iPhone XR 64GB 128GB 256GB Secondhand Normal Full set Original 100% ex internasional Apple,100013 (ID),2800000,201,562800000,4.9,ICOLORON,Tangerang Selatan,30,0,3200000,Tersedia,Mall,https://shopee.co.id/product/834265701/24378665538,Shopee,handphone,4
"Itel A90 Lte RAM 4/64GB layar 6,6 inci 90Hz, baterai 5000 mAh,",100013 (ID),1549000,44,68156000,5,Yogi Ponsel,Medan,12,0,1549000,Tersedia,Mall,https://shopee.co.id/product/1098981339/28428714044,Shopee,handphone,4
ITEL RS4 8+8/128 HELIO G99 ULTRIMATE SECODE  BERGERANSI RESMI,100013 (ID),1600000,0,0,0,Anugrah DunIa Teknologi,Jakarta Barat,0,0,1600000,Tersedia,Toko Biasa,https://shopee.co.id/product/1317867329/43858210521,Shopee,handphone,4
Samsung J1 ACE 4G SM-J111F/DS / Galaxy J2 Prime 4G / Samsung Lipat GT-E1272 / Normal siap pakai,100013 (ID),79000,1000,79000000,4.1,PUSAT GATGED1,Kab. Cirebon,482,0,79000,Tersedia,Toko Biasa,https://shopee.co.id/product/979239140/24415665050,Shopee,handphone,4
